train_loss,epoch,step
45936.38671875,0,49
42842.13671875,0,99
40288.75,0,149
37607.40234375,0,199
35044.12109375,0,249
32497.341796875,0,299
29990.458984375,0,349
27591.65234375,0,399
25129.517578125,0,449
22518.98046875,0,499
20316.52734375,0,549
17787.6640625,0,599
15247.3603515625,0,649
12859.41796875,0,699
10831.009765625,0,749
8368.0234375,0,799
6035.6708984375,0,849
3821.59228515625,0,899
1472.002685546875,1,949
-199.80767822265625,1,999
-2847.158447265625,1,1049
-4959.3330078125,1,1099
-6269.7412109375,1,1149
-8491.671875,1,1199
-11165.5751953125,1,1249
-11940.5390625,1,1299
-14135.9775390625,1,1349
-15704.240234375,1,1399
-17875.310546875,1,1449
-18920.0390625,1,1499
-20144.59375,1,1549
-21791.509765625,1,1599
-23554.068359375,1,1649
-25407.515625,1,1699
-25528.98828125,1,1749
-26791.28125,1,1799
-28090.125,1,1849
-29051.638671875,2,1899
-29684.013671875,2,1949
-31277.9765625,2,1999
-32417.794921875,2,2049
-31226.69921875,2,2099
-31818.017578125,2,2149
-33158.98828125,2,2199
-34081.5859375,2,2249
-36260.2578125,2,2299
-33252.703125,2,2349
-35117.47265625,2,2399
-34121.3828125,2,2449
-35678.46875,2,2499
-36542.0703125,2,2549
-34836.08984375,2,2599
-34282.87109375,2,2649
-36872.82421875,2,2699
-37556.78515625,2,2749
-36706.0546875,2,2799
-37607.82421875,3,2849
-40378.3046875,3,2899
-38466.7578125,3,2949
-36092.15625,3,2999
-36424.671875,3,3049
-36771.96875,3,3099
-35045.73046875,3,3149
-39675.73828125,3,3199
-36115.86328125,3,3249
-38102.75390625,3,3299
-40703.65234375,3,3349
-37069.5,3,3399
-39898.5703125,3,3449
-40338.359375,3,3499
-40268.5078125,3,3549
-38573.30859375,3,3599
-38427.79296875,3,3649
-40269.34765625,3,3699
-39926.05859375,3,3749
-37190.35546875,4,3799
-36084.36328125,4,3849
-34866.296875,4,3899
-36530.1171875,4,3949
-37173.2734375,4,3999
-37536.1796875,4,4049
-40134.40234375,4,4099
-35223.2578125,4,4149
-39980.92578125,4,4199
-35632.765625,4,4249
-40940.28125,4,4299
-41510.8984375,4,4349
-37302.6953125,4,4399
-33735.046875,4,4449
-38075.44140625,4,4499
-39402.69921875,4,4549
-39657.03125,4,4599
-38046.109375,4,4649
-40562.10546875,5,4699
-39256.234375,5,4749
-40033.890625,5,4799
-38793.93359375,5,4849
-37654.8203125,5,4899
-42072.8046875,5,4949
-39225.35546875,5,4999
-34233.97265625,5,5049
-37937.16015625,5,5099
-40775.34765625,5,5149
-44269.83203125,5,5199
-41318.3046875,5,5249
-36089.3359375,5,5299
-38060.69140625,5,5349
-37545.8359375,5,5399
-41611.95703125,5,5449
-34553.11328125,5,5499
-38895.375,5,5549
-37785.76171875,5,5599
-39009.8125,6,5649
-32258.994140625,6,5699
-43638.8125,6,5749
-36330.87890625,6,5799
-38561.859375,6,5849
-42757.53515625,6,5899
-38210.4296875,6,5949
-41444.2734375,6,5999
-39322.92578125,6,6049
-38825.37890625,6,6099
-40535.9921875,6,6149
-41364.0078125,6,6199
-39663.578125,6,6249
-38810.75,6,6299
-38760.99609375,6,6349
-37929.296875,6,6399
-41630.09375,6,6449
-38616.703125,6,6499
-38575.42578125,6,6549
-38704.97265625,7,6599
-39461.98828125,7,6649
-43221.3046875,7,6699
-36611.328125,7,6749
-42587.81640625,7,6799
-42096.74609375,7,6849
-37760.83984375,7,6899
-38741.5859375,7,6949
-34083.52734375,7,6999
-39754.87890625,7,7049
-38585.3125,7,7099
-42396.91796875,7,7149
-37233.93359375,7,7199
-39344.91015625,7,7249
-40129.3828125,7,7299
-39642.1484375,7,7349
-37980.31640625,7,7399
-42974.48046875,7,7449
-39245.2421875,7,7499
-41184.875,8,7549
-41012.55859375,8,7599
-38837.4140625,8,7649
-40048.43359375,8,7699
-42559.42578125,8,7749
-40893.7109375,8,7799
-41363.9140625,8,7849
-40906.75390625,8,7899
-42541.5390625,8,7949
-41991.34765625,8,7999
-35637.53515625,8,8049
-39744.4921875,8,8099
-36621.60546875,8,8149
-38819.28125,8,8199
-37473.5078125,8,8249
-39705.6953125,8,8299
-41424.28125,8,8349
-41018.78125,8,8399
-39005.890625,9,8449
-41679.58984375,9,8499
-42268.08984375,9,8549
-43818.3203125,9,8599
-44957.6796875,9,8649
-41169.98046875,9,8699
-39349.83203125,9,8749
-41066.7734375,9,8799
-40874.49609375,9,8849
-42575.87109375,9,8899
-39755.46875,9,8949
-42822.80859375,9,8999
-42145.796875,9,9049
-37702.11328125,9,9099
-39844.0390625,9,9149
-41730.51953125,9,9199
-40173.01953125,9,9249
-40066.8828125,9,9299
-41640.28125,9,9349
