train_loss,epoch,step
46071.671875,0,49
43111.64453125,0,99
40394.93359375,0,149
37704.78515625,0,199
35267.23828125,0,249
32563.5546875,0,299
30117.767578125,0,349
27517.962890625,0,399
25272.603515625,0,449
22677.61328125,0,499
20272.716796875,0,549
17836.650390625,0,599
15506.9150390625,0,649
13235.1396484375,0,699
10796.1201171875,0,749
8499.505859375,0,799
6366.80615234375,0,849
4136.958984375,0,899
1897.453857421875,1,949
-469.7682189941406,1,999
-2468.758544921875,1,1049
-4821.76416015625,1,1099
-6534.0615234375,1,1149
-8299.8623046875,1,1199
-10659.4873046875,1,1249
-12484.8935546875,1,1299
-14403.9912109375,1,1349
-16523.572265625,1,1399
-17539.74609375,1,1449
-18814.482421875,1,1499
-21323.220703125,1,1549
-23079.71875,1,1599
-23383.890625,1,1649
-24811.64453125,1,1699
-26305.310546875,1,1749
-27219.46875,1,1799
-29721.015625,1,1849
-29040.078125,2,1899
-30285.18359375,2,1949
-31140.451171875,2,1999
-32113.1015625,2,2049
-32028.310546875,2,2099
-32530.314453125,2,2149
-34112.8671875,2,2199
-32623.82421875,2,2249
-33979.94921875,2,2299
-34985.58203125,2,2349
-34238.0,2,2399
-34659.234375,2,2449
-35820.671875,2,2499
-33615.3203125,2,2549
-34943.6640625,2,2599
-35995.08984375,2,2649
-38207.41015625,2,2699
-36156.59375,2,2749
-37825.7890625,2,2799
-36873.7578125,3,2849
-35063.04296875,3,2899
-36565.8046875,3,2949
-33342.24609375,3,2999
-37924.6640625,3,3049
-33764.1875,3,3099
-37802.87890625,3,3149
-37380.3359375,3,3199
-38171.3984375,3,3249
-33669.265625,3,3299
-35518.484375,3,3349
-36544.2109375,3,3399
-33805.92578125,3,3449
-37150.91796875,3,3499
-38134.05859375,3,3549
-36682.36328125,3,3599
-38997.18359375,3,3649
-41099.08984375,3,3699
-40294.57421875,3,3749
-37135.7890625,4,3799
-40030.61328125,4,3849
-42165.3046875,4,3899
-36996.4375,4,3949
-37320.66015625,4,3999
-38837.8515625,4,4049
-35472.9609375,4,4099
-37282.6875,4,4149
-37567.0625,4,4199
-41212.5703125,4,4249
-41281.8515625,4,4299
-38565.046875,4,4349
-41765.375,4,4399
-37677.4140625,4,4449
-38988.41796875,4,4499
-38068.28125,4,4549
-34940.33984375,4,4599
-38938.72265625,4,4649
-38419.23046875,5,4699
-38476.19140625,5,4749
-39215.40234375,5,4799
-37566.7578125,5,4849
-36550.56640625,5,4899
-39987.62109375,5,4949
-39228.1171875,5,4999
-38630.87890625,5,5049
-39987.609375,5,5099
-39647.3515625,5,5149
-33865.1015625,5,5199
-40639.09765625,5,5249
-37633.7109375,5,5299
-39353.296875,5,5349
-42412.82421875,5,5399
-38269.42578125,5,5449
-42830.0703125,5,5499
-38439.13671875,5,5549
-39649.9609375,5,5599
-42532.94921875,6,5649
-40674.7109375,6,5699
-38300.8515625,6,5749
-37770.8203125,6,5799
-43426.7578125,6,5849
-39171.46484375,6,5899
-36859.19921875,6,5949
-43144.9609375,6,5999
-37414.8671875,6,6049
-39251.16796875,6,6099
-36689.18359375,6,6149
-39022.47265625,6,6199
-38229.2265625,6,6249
-39201.08984375,6,6299
-35876.83984375,6,6349
-37068.453125,6,6399
-41811.05078125,6,6449
-37771.16015625,6,6499
-39820.74609375,6,6549
-40949.109375,7,6599
-39108.734375,7,6649
-39809.91015625,7,6699
-37624.28515625,7,6749
-39785.828125,7,6799
-41782.5390625,7,6849
-40268.0625,7,6899
-40192.1328125,7,6949
-42480.96484375,7,6999
-38454.56640625,7,7049
-39842.625,7,7099
-40702.2578125,7,7149
-42035.328125,7,7199
-41009.625,7,7249
-38397.9296875,7,7299
-36430.6328125,7,7349
-40265.66796875,7,7399
-42303.46484375,7,7449
-40108.15625,7,7499
-40225.515625,8,7549
-35640.1328125,8,7599
-39727.28125,8,7649
-36087.77734375,8,7699
-37831.21484375,8,7749
-39056.19140625,8,7799
-38736.7421875,8,7849
-39562.265625,8,7899
-40038.4296875,8,7949
-38470.3125,8,7999
-38925.15625,8,8049
-38470.453125,8,8099
-39516.93359375,8,8149
-37149.9921875,8,8199
-40286.76953125,8,8249
-39232.4765625,8,8299
-38570.3359375,8,8349
-39617.046875,8,8399
-42544.51171875,9,8449
-41393.32421875,9,8499
-40761.609375,9,8549
-40118.8046875,9,8599
-41830.75390625,9,8649
-40733.359375,9,8699
-40548.83984375,9,8749
-38345.2265625,9,8799
-42213.00390625,9,8849
-39143.49609375,9,8899
-38103.625,9,8949
-37902.30859375,9,8999
-40139.75,9,9049
-45112.28515625,9,9099
-42134.1015625,9,9149
-40613.51953125,9,9199
-38516.55078125,9,9249
-39889.0390625,9,9299
-42185.0078125,9,9349
